,serverId,characterId,characterName,level,jobId,jobName,jobGrowId,jobGrowName,fame
0,cain,51a0333bfb01853bbe3b7536a8b90748,꿈처럼연주함,110,b9cb48777665de22c006fabaf9a560b3,아처,37495b941da3b1661bc900e68ef3b2c6,眞 뮤즈,67043
0,anton,150a23219a59e086e36db59028c06a50,헤롱카테,110,3909d0b188e9c95311399f776e331da5,마법사(여),92da05ec93fb43406e193ffb9a2a629b,眞 인챈트리스,67003
0,hilder,b736d335e6c02bb0aea1a339c7c3fd6a,김유니,110,3909d0b188e9c95311399f776e331da5,마법사(여),92da05ec93fb43406e193ffb9a2a629b,眞 인챈트리스,66943
0,casillas,a8fde495dfe7109b23492faa4da0c53b,븜다닥,110,3909d0b188e9c95311399f776e331da5,마법사(여),92da05ec93fb43406e193ffb9a2a629b,眞 인챈트리스,66883
0,cain,91051fdfe2371f6a60afee9bec8c26bd,NT-1,110,f6a4ad30555b99b499c07835f87ce522,프리스트(남),37495b941da3b1661bc900e68ef3b2c6,眞 크루세이더,66843
0,hilder,0daa8c49cae531262f966dd637008e30,민트크림소스,110,3909d0b188e9c95311399f776e331da5,마법사(여),618326026de1a1f1cfba5dbd0b8396e7,眞 소환사,66797
0,cain,0fa3ea10e23577bf4849937c101c9f2b,꿈처럼멋지게,110,a7a059ebe9e6054c0644b40ef316d6e9,격투가(여),6d459bc74ba73ee4fe5cdc4655400193,眞 스트리트파이터,66783
0,cain,45016422d2e3c9c65418fe5f648534c6,앵콜없는깔개,110,3909d0b188e9c95311399f776e331da5,마법사(여),92da05ec93fb43406e193ffb9a2a629b,眞 인챈트리스,66749
0,hilder,026c586858dfdad89f06396c332157f2,찰리.,110,41f1cdc2ff58bb5fdc287be0db2a8df3,귀검사(남),37495b941da3b1661bc900e68ef3b2c6,眞 웨펀마스터,66728
0,anton,103e5c925e8a698e89abd4d68cce1d0e,스팅거타이거,110,afdf3b989339de478e85b614d274d1ef,거너(남),618326026de1a1f1cfba5dbd0b8396e7,眞 런처,66712
0,prey,3ba38c77f2868f34d910e362d0f4cae1,프라디지,110,41f1cdc2ff58bb5fdc287be0db2a8df3,귀검사(남),6d459bc74ba73ee4fe5cdc4655400193,眞 버서커,66676
0,diregie,79a62ecc85e602ae7f13b79b766aa2ee,금요일야근,110,0c1b401bb09241570d364420b3ba3fd7,프리스트(여),37495b941da3b1661bc900e68ef3b2c6,眞 크루세이더,66670
0,cain,c68676ab74772b3d7449e3ef9886ed30,던뉴비세라핌,110,0c1b401bb09241570d364420b3ba3fd7,프리스트(여),37495b941da3b1661bc900e68ef3b2c6,眞 크루세이더,66654
0,cain,5e25faa5ffeddf3c54f304059da95048,뮤즚,110,b9cb48777665de22c006fabaf9a560b3,아처,37495b941da3b1661bc900e68ef3b2c6,眞 뮤즈,66652
0,bakal,c0e1c148c937934dd8a4c9b9631eaf1e,벚꽃,110,0c1b401bb09241570d364420b3ba3fd7,프리스트(여),37495b941da3b1661bc900e68ef3b2c6,眞 크루세이더,66649
0,casillas,02535132b35738a1522abe664afb1ff1,우유,110,3909d0b188e9c95311399f776e331da5,마법사(여),92da05ec93fb43406e193ffb9a2a629b,眞 인챈트리스,66635
0,prey,8c2b3d28a289131a2cf0ba3065a1dc39,키리마도샤로,110,3909d0b188e9c95311399f776e331da5,마법사(여),c9b492038ee3ca8d27d7004cf58d59f3,眞 마도학자,66635
0,casillas,0687f6c88b92b94c49e3b170d70e8c26,인남님,110,afdf3b989339de478e85b614d274d1ef,거너(남),618326026de1a1f1cfba5dbd0b8396e7,眞 런처,66633
